GEO.id,fipstext,state,county,poverty
0500000US02105,02105,AK,Hoonah-Angoon Census Area,397
0500000US02110,02110,AK,Juneau Borough,2334
0500000US02122,02122,AK,Kenai Peninsula Borough,6835
0500000US02130,02130,AK,Ketchikan Gateway Borough,1245
0500000US02150,02150,AK,Kodiak Island Borough,991
0500000US02158,02158,AK,Kusilvak Census Area,3033
0500000US02164,02164,AK,Lake and Peninsula Borough,325
0500000US02170,02170,AK,Matanuska-Susitna Borough,9641
0500000US02180,02180,AK,Nome Census Area,2337
0500000US02185,02185,AK,North Slope Borough,1132
0500000US02188,02188,AK,Northwest Arctic Borough,2114
0500000US02195,02195,AK,Petersburg Borough,265
0500000US02198,02198,AK,Prince of Wales-Hyder Census Area,1109
0500000US02220,02220,AK,Sitka Borough,690
0500000US02230,02230,AK,Skagway Municipality,48
0500000US02240,02240,AK,Southeast Fairbanks Census Area,804
0500000US02261,02261,AK,Valdez-Cordova Census Area,852
0500000US02275,02275,AK,Wrangell City and Borough,274
0500000US02282,02282,AK,Yakutat Borough,101
0500000US02290,02290,AK,Yukon-Koyukuk Census Area,1266
0500000US04001,04001,AZ,Apache County,23966
0500000US04003,04003,AZ,Cochise County,25424
0500000US04005,04005,AZ,Coconino County,23116
0500000US04007,04007,AZ,Gila County,10678
0500000US04009,04009,AZ,Graham County,7854
0500000US04011,04011,AZ,Greenlee County,1144
0500000US04012,04012,AZ,La Paz County,4976
0500000US04013,04013,AZ,Maricopa County,624923
0500000US04015,04015,AZ,Mohave County,36665
0500000US04017,04017,AZ,Navajo County,30379
0500000US04019,04019,AZ,Pima County,180513
0500000US04021,04021,AZ,Pinal County,60679
0500000US04023,04023,AZ,Santa Cruz County,9569
0500000US04025,04025,AZ,Yavapai County,29418
0500000US04027,04027,AZ,Yuma County,37850
0500000US05001,05001,AR,Arkansas County,3237
0500000US05003,05003,AR,Ashley County,3636
0500000US05005,05005,AR,Baxter County,5144
0500000US05007,05007,AR,Benton County,23131
0500000US05009,05009,AR,Boone County,5670
0500000US05011,05011,AR,Bradley County,2544
0500000US05013,05013,AR,Calhoun County,847
0500000US05015,05015,AR,Carroll County,4684
0500000US05017,05017,AR,Chicot County,3066
0500000US05019,05019,AR,Clark County,4406
0500000US05021,05021,AR,Clay County,2807
0500000US05023,05023,AR,Cleburne County,4047
0500000US05025,05025,AR,Cleveland County,1295
0500000US05027,05027,AR,Columbia County,5330
0500000US05029,05029,AR,Conway County,3903
0500000US05031,05031,AR,Craighead County,16548
0500000US05033,05033,AR,Crawford County,10322
0500000US05035,05035,AR,Crittenden County,12314
0500000US05037,05037,AR,Cross County,3252
0500000US05039,05039,AR,Dallas County,1464
0500000US05041,05041,AR,Desha County,3125
0500000US05043,05043,AR,Drew County,3387
0500000US05045,05045,AR,Faulkner County,18782
0500000US05047,05047,AR,Franklin County,3103
0500000US05049,05049,AR,Fulton County,2767
0500000US05051,05051,AR,Garland County,17037
0500000US05053,05053,AR,Grant County,2062
0500000US05055,05055,AR,Greene County,6709
0500000US05057,05057,AR,Hempstead County,4483
0500000US05059,05059,AR,Hot Spring County,4541
0500000US05061,05061,AR,Howard County,2455
0500000US05063,05063,AR,Independence County,5727
0500000US05065,05065,AR,Izard County,2492
0500000US05067,05067,AR,Jackson County,3587
0500000US05069,05069,AR,Jefferson County,15094
0500000US05071,05071,AR,Johnson County,4699
0500000US05073,05073,AR,Lafayette County,1838
0500000US05075,05075,AR,Lawrence County,3207
0500000US05077,05077,AR,Lee County,2701
0500000US05079,05079,AR,Lincoln County,2726
0500000US05081,05081,AR,Little River County,2148
0500000US05083,05083,AR,Logan County,3867
0500000US05085,05085,AR,Lonoke County,8881
0500000US05087,05087,AR,Madison County,2910
0500000US05089,05089,AR,Marion County,3342
0500000US05091,05091,AR,Miller County,9504
0500000US05093,05093,AR,Mississippi County,10307
0500000US05095,05095,AR,Monroe County,1909
0500000US05097,05097,AR,Montgomery County,1956
0500000US05099,05099,AR,Nevada County,1680
0500000US05101,05101,AR,Newton County,1566
0500000US05103,05103,AR,Ouachita County,5849
0500000US05105,05105,AR,Perry County,1689
0500000US05107,05107,AR,Phillips County,6042
0500000US05109,05109,AR,Pike County,1927
0500000US05111,05111,AR,Poinsett County,5352
0500000US05113,05113,AR,Polk County,4660
0500000US05115,05115,AR,Pope County,10433
0500000US05117,05117,AR,Prairie County,1441
0500000US05119,05119,AR,Pulaski County,66302
0500000US05121,05121,AR,Randolph County,3229
0500000US05123,05123,AR,St. Francis County,6973
0500000US05125,05125,AR,Saline County,10160
0500000US05127,05127,AR,Scott County,1991
0500000US05129,05129,AR,Searcy County,1814
0500000US05131,05131,AR,Sebastian County,21232
0500000US05133,05133,AR,Sevier County,3465
0500000US05135,05135,AR,Sharp County,3610
0500000US05137,05137,AR,Stone County,2697
0500000US05139,05139,AR,Union County,7603
0500000US05141,05141,AR,Van Buren County,2737
0500000US05143,05143,AR,Washington County,34567
0500000US05145,05145,AR,White County,11843
0500000US05147,05147,AR,Woodruff County,1712
0500000US05149,05149,AR,Yell County,3817
0500000US06001,06001,CA,Alameda County,173386
0500000US06003,06003,CA,Alpine County,199
0500000US06005,06005,CA,Amador County,3846
0500000US06007,06007,CA,Butte County,43428
0500000US06009,06009,CA,Calaveras County,5833
0500000US06011,06011,CA,Colusa County,2375
0500000US06013,06013,CA,Contra Costa County,97573
0500000US06015,06015,CA,Del Norte County,5842
0500000US06017,06017,CA,El Dorado County,16073
0500000US06019,06019,CA,Fresno County,245131
0500000US06021,06021,CA,Glenn County,4632
0500000US06023,06023,CA,Humboldt County,26632
0500000US06025,06025,CA,Imperial County,40601
0500000US06027,06027,CA,Inyo County,2184
0500000US06029,06029,CA,Kern County,190993
0500000US06031,06031,CA,Kings County,23247
0500000US06033,06033,CA,Lake County,13065
0500000US06035,06035,CA,Lassen County,4085
0500000US06037,06037,CA,Los Angeles County,1629450
0500000US06039,06039,CA,Madera County,30029
0500000US06041,06041,CA,Marin County,19932
0500000US06043,06043,CA,Mariposa County,3077
0500000US06045,06045,CA,Mendocino County,16366
0500000US06047,06047,CA,Merced County,53417
0500000US06049,06049,CA,Modoc County,1571
0500000US06051,06051,CA,Mono County,1583
0500000US06053,06053,CA,Monterey County,53898
0500000US06055,06055,CA,Napa County,10958
0500000US06057,06057,CA,Nevada County,10662
0500000US06059,06059,CA,Orange County,348173
0500000US06061,06061,CA,Placer County,27340
0500000US06063,06063,CA,Plumas County,2312
0500000US06065,06065,CA,Riverside County,359774
0500000US06067,06067,CA,Sacramento County,243760
0500000US06069,06069,CA,San Benito County,6206
0500000US06071,06071,CA,San Bernardino County,369012
0500000US06073,06073,CA,San Diego County,400028
0500000US06075,06075,CA,San Francisco County,87690
0500000US06077,06077,CA,San Joaquin County,105268
0500000US06079,06079,CA,San Luis Obispo County,29345
0500000US06081,06081,CA,San Mateo County,50438
0500000US06083,06083,CA,Santa Barbara County,59468
0500000US06085,06085,CA,Santa Clara County,175627
0500000US06087,06087,CA,Santa Cruz County,35339
0500000US06089,06089,CA,Shasta County,30359
0500000US06091,06091,CA,Sierra County,419
0500000US06093,06093,CA,Siskiyou County,8109
0500000US06095,06095,CA,Solano County,48701
0500000US06097,06097,CA,Sonoma County,46604
0500000US06099,06099,CA,Stanislaus County,77913
0500000US06101,06101,CA,Sutter County,16390
0500000US06103,06103,CA,Tehama County,13060
0500000US06105,06105,CA,Trinity County,2668
0500000US06107,06107,CA,Tulare County,112387
0500000US06109,06109,CA,Tuolumne County,7781
0500000US06111,06111,CA,Ventura County,81792
0500000US06113,06113,CA,Yolo County,39303
0500000US06115,06115,CA,Yuba County,12288
0500000US08001,08001,CO,Adams County,57811
0500000US08003,08003,CO,Alamosa County,3816
0500000US08005,08005,CO,Arapahoe County,56898
0500000US08007,08007,CO,Archuleta County,1523
0500000US08009,08009,CO,Baca County,702
0500000US08011,08011,CO,Bent County,1358
0500000US08013,08013,CO,Boulder County,33749
0500000US08014,08014,CO,Broomfield County,3518
0500000US08015,08015,CO,Chaffee County,2009
0500000US08017,08017,CO,Cheyenne County,252
0500000US08019,08019,CO,Clear Creek County,753
0500000US08021,08021,CO,Conejos County,1836
0500000US08023,08023,CO,Costilla County,1128
0500000US08025,08025,CO,Crowley County,1471
0500000US08027,08027,CO,Custer County,605
0500000US08029,08029,CO,Delta County,5300
0500000US08031,08031,CO,Denver County,95232
0500000US08033,08033,CO,Dolores County,271
0500000US08035,08035,CO,Douglas County,11114
0500000US08037,08037,CO,Eagle County,4239
0500000US08039,08039,CO,Elbert County,1516
0500000US08041,08041,CO,El Paso County,76997
0500000US08043,08043,CO,Fremont County,6861
0500000US08045,08045,CO,Garfield County,5276
0500000US08047,08047,CO,Gilpin County,440
0500000US08049,08049,CO,Grand County,1220
0500000US08051,08051,CO,Gunnison County,2128
0500000US08053,08053,CO,Hinsdale County,77
0500000US08055,08055,CO,Huerfano County,1425
0500000US08057,08057,CO,Jackson County,191
0500000US08059,08059,CO,Jefferson County,39397
0500000US08061,08061,CO,Kiowa County,189
0500000US08063,08063,CO,Kit Carson County,1023
0500000US08065,08065,CO,Lake County,1093
0500000US08067,08067,CO,La Plata County,5861
0500000US08069,08069,CO,Larimer County,37023
0500000US08071,08071,CO,Las Animas County,2869
0500000US08073,08073,CO,Lincoln County,834
0500000US08075,08075,CO,Logan County,3056
0500000US08077,08077,CO,Mesa County,21922
0500000US08079,08079,CO,Mineral County,68
0500000US08081,08081,CO,Moffat County,1676
0500000US08083,08083,CO,Montezuma County,4031
0500000US08085,08085,CO,Montrose County,6716
0500000US08087,08087,CO,Morgan County,3221
0500000US08089,08089,CO,Otero County,4209
0500000US08091,08091,CO,Ouray County,426
0500000US08093,08093,CO,Park County,1572
0500000US08095,08095,CO,Phillips County,484
0500000US08097,08097,CO,Pitkin County,1227
0500000US08099,08099,CO,Prowers County,2421
0500000US08101,08101,CO,Pueblo County,32053
0500000US08103,08103,CO,Rio Blanco County,591
0500000US08105,08105,CO,Rio Grande County,1972
0500000US08107,08107,CO,Routt County,1766
0500000US08109,08109,CO,Saguache County,1757
0500000US08111,08111,CO,San Juan County,107
0500000US08113,08113,CO,San Miguel County,811
0500000US08115,08115,CO,Sedgwick County,352
0500000US08117,08117,CO,Summit County,2398
0500000US08119,08119,CO,Teller County,2278
0500000US08121,08121,CO,Washington County,674
0500000US08123,08123,CO,Weld County,33377
0500000US08125,08125,CO,Yuma County,1207
0500000US09001,09001,CT,Fairfield County,79966
0500000US09003,09003,CT,Hartford County,95010
0500000US09005,09005,CT,Litchfield County,12952
0500000US09007,09007,CT,Middlesex County,12513
0500000US09009,09009,CT,New Haven County,94687
0500000US09011,09011,CT,New London County,23961
0500000US09013,09013,CT,Tolland County,9786
0500000US09015,09015,CT,Windham County,13297
0500000US10001,10001,DE,Kent County,23060
0500000US10003,10003,DE,New Castle County,61319
0500000US10005,10005,DE,Sussex County,25212
0500000US11001,11001,DC,District of Columbia,119778
0500000US12001,12001,FL,Alachua County,55990
0500000US12003,12003,FL,Baker County,4329
0500000US12005,12005,FL,Bay County,26845
0500000US12007,12007,FL,Bradford County,4392
0500000US12009,12009,FL,Brevard County,84028
0500000US12011,12011,FL,Broward County,256027
0500000US12013,12013,FL,Calhoun County,2742
0500000US12015,12015,FL,Charlotte County,22087
0500000US12017,12017,FL,Citrus County,23472
0500000US12019,12019,FL,Clay County,19785
0500000US12021,12021,FL,Collier County,41076
0500000US12023,12023,FL,Columbia County,11449
0500000US12027,12027,FL,DeSoto County,9323
0500000US12029,12029,FL,Dixie County,3697
0500000US12031,12031,FL,Duval County,131327
0500000US12033,12033,FL,Escambia County,45044
0500000US12035,12035,FL,Flagler County,11997
0500000US12037,12037,FL,Franklin County,2337
0500000US12039,12039,FL,Gadsden County,8906
0500000US12041,12041,FL,Gilchrist County,2825
0500000US12043,12043,FL,Glades County,2672
0500000US12045,12045,FL,Gulf County,2958
0500000US12047,12047,FL,Hamilton County,3363
0500000US12049,12049,FL,Hardee County,6081
0500000US12051,12051,FL,Hendry County,9712
0500000US12053,12053,FL,Hernando County,27794
0500000US12055,12055,FL,Highlands County,19035
0500000US12057,12057,FL,Hillsborough County,203350
0500000US12059,12059,FL,Holmes County,4276
0500000US12061,12061,FL,Indian River County,18518
0500000US12063,12063,FL,Jackson County,9045
0500000US12065,12065,FL,Jefferson County,2398
0500000US12067,12067,FL,Lafayette County,1609
0500000US12069,12069,FL,Lake County,39212
0500000US12071,12071,FL,Lee County,91333
0500000US12073,12073,FL,Leon County,52124
0500000US12075,12075,FL,Levy County,8467
0500000US12077,12077,FL,Liberty County,1468
0500000US12079,12079,FL,Madison County,5205
0500000US12081,12081,FL,Manatee County,47042
0500000US12083,12083,FL,Marion County,58992
0500000US12085,12085,FL,Martin County,17584
0500000US12086,12086,FL,Miami-Dade County,487700
0500000US12087,12087,FL,Monroe County,8801
0500000US12089,12089,FL,Nassau County,8242
0500000US12091,12091,FL,Okaloosa County,21032
0500000US12093,12093,FL,Okeechobee County,7547
0500000US12095,12095,FL,Orange County,209800
0500000US12097,12097,FL,Osceola County,49326
0500000US12099,12099,FL,Palm Beach County,178918
0500000US12101,12101,FL,Pasco County,66980
0500000US12103,12103,FL,Pinellas County,125923
0500000US12105,12105,FL,Polk County,106703
0500000US12107,12107,FL,Putnam County,15220
0500000US12109,12109,FL,St. Johns County,17838
0500000US12111,12111,FL,St. Lucie County,51657
0500000US12113,12113,FL,Santa Rosa County,17308
0500000US12115,12115,FL,Sarasota County,43904
0500000US12117,12117,FL,Seminole County,51750
0500000US12119,12119,FL,Sumter County,12115
0500000US12121,12121,FL,Suwannee County,8244
0500000US12123,12123,FL,Taylor County,4291
0500000US12125,12125,FL,Union County,2512
0500000US12127,12127,FL,Volusia County,73420
0500000US12129,12129,FL,Wakulla County,3728
0500000US12131,12131,FL,Walton County,8331
0500000US12133,12133,FL,Washington County,5026
0500000US13001,13001,GA,Appling County,3542
0500000US13003,13003,GA,Atkinson County,2176
0500000US13005,13005,GA,Bacon County,2524
0500000US13007,13007,GA,Baker County,871
0500000US13009,13009,GA,Baldwin County,10273
0500000US13011,13011,GA,Banks County,2845
0500000US13013,13013,GA,Barrow County,9888
0500000US13015,13015,GA,Bartow County,15442
0500000US13017,13017,GA,Ben Hill County,4467
0500000US13019,13019,GA,Berrien County,4179
0500000US13021,13021,GA,Bibb County,38547
0500000US13023,13023,GA,Bleckley County,2514
0500000US13025,13025,GA,Brantley County,3795
0500000US13027,13027,GA,Brooks County,3854
0500000US13029,13029,GA,Bryan County,3456
0500000US13031,13031,GA,Bulloch County,16650
0500000US13033,13033,GA,Burke County,5986
0500000US13035,13035,GA,Butts County,3586
0500000US13037,13037,GA,Calhoun County,1541
0500000US13039,13039,GA,Camden County,7573
0500000US13043,13043,GA,Candler County,2647
0500000US13045,13045,GA,Carroll County,16713
0500000US13047,13047,GA,Catoosa County,8505
0500000US13049,13049,GA,Charlton County,2725
0500000US13051,13051,GA,Chatham County,45636
0500000US13053,13053,GA,Chattahoochee County,1639
0500000US13055,13055,GA,Chattooga County,4716
0500000US13057,13057,GA,Cherokee County,17948
0500000US13059,13059,GA,Clarke County,31950
0500000US13061,13061,GA,Clay County,1040
0500000US13063,13063,GA,Clayton County,57057
0500000US13065,13065,GA,Clinch County,1752
0500000US13067,13067,GA,Cobb County,73446
0500000US13069,13069,GA,Coffee County,9153
0500000US13071,13071,GA,Colquitt County,11252
0500000US13073,13073,GA,Columbia County,10512
0500000US13075,13075,GA,Cook County,4268
0500000US13077,13077,GA,Coweta County,13867
0500000US13079,13079,GA,Crawford County,2355
0500000US13081,13081,GA,Crisp County,6751
0500000US13083,13083,GA,Dade County,2377
0500000US13085,13085,GA,Dawson County,2373
0500000US13087,13087,GA,Decatur County,7716
0500000US13089,13089,GA,DeKalb County,127476
0500000US13091,13091,GA,Dodge County,4730
0500000US13093,13093,GA,Dooly County,3386
0500000US13095,13095,GA,Dougherty County,26389
0500000US13097,13097,GA,Douglas County,18191
0500000US13099,13099,GA,Early County,3210
0500000US13101,13101,GA,Echols County,913
0500000US13103,13103,GA,Effingham County,5949
0500000US13105,13105,GA,Elbert County,4197
0500000US13107,13107,GA,Emanuel County,5911
0500000US13109,13109,GA,Evans County,2500
0500000US13111,13111,GA,Fannin County,3485
0500000US13113,13113,GA,Fayette County,6671
0500000US13115,13115,GA,Floyd County,14596
0500000US13117,13117,GA,Forsyth County,12468
0500000US13119,13119,GA,Franklin County,4614
0500000US13121,13121,GA,Fulton County,159400
0500000US13123,13123,GA,Gilmer County,4490
0500000US13125,13125,GA,Glascock County,539
0500000US13127,13127,GA,Glynn County,15916
0500000US13129,13129,GA,Gordon County,9020
0500000US13131,13131,GA,Grady County,5169
0500000US13133,13133,GA,Greene County,3067
0500000US13135,13135,GA,Gwinnett County,102033
0500000US13137,13137,GA,Habersham County,6500
0500000US13139,13139,GA,Hall County,26561
0500000US13141,13141,GA,Hancock County,2453
0500000US13143,13143,GA,Haralson County,5306
0500000US13145,13145,GA,Harris County,2883
0500000US13147,13147,GA,Hart County,4286
0500000US13149,13149,GA,Heard County,2227
0500000US13151,13151,GA,Henry County,21101
0500000US13153,13153,GA,Houston County,22347
0500000US13155,13155,GA,Irwin County,1997
0500000US13157,13157,GA,Jackson County,8097
0500000US13159,13159,GA,Jasper County,2282
0500000US13161,13161,GA,Jeff Davis County,3508
0500000US13163,13163,GA,Jefferson County,3867
0500000US13165,13165,GA,Jenkins County,2606
0500000US13167,13167,GA,Johnson County,2277
0500000US13169,13169,GA,Jones County,3482
0500000US13171,13171,GA,Lamar County,3142
0500000US13173,13173,GA,Lanier County,2316
0500000US13175,13175,GA,Laurens County,11931
0500000US13177,13177,GA,Lee County,3190
0500000US13179,13179,GA,Liberty County,9184
0500000US13181,13181,GA,Lincoln County,1479
0500000US13183,13183,GA,Long County,3365
0500000US13185,13185,GA,Lowndes County,23936
0500000US13187,13187,GA,Lumpkin County,4711
0500000US13189,13189,GA,McDuffie County,4824
0500000US13191,13191,GA,McIntosh County,2847
0500000US13193,13193,GA,Macon County,3701
0500000US13195,13195,GA,Madison County,4255
0500000US13197,13197,GA,Marion County,1975
0500000US13199,13199,GA,Meriwether County,4417
0500000US13201,13201,GA,Miller County,1340
0500000US13205,13205,GA,Mitchell County,6032
0500000US13207,13207,GA,Monroe County,3197
0500000US13209,13209,GA,Montgomery County,1898
0500000US13211,13211,GA,Morgan County,2358
0500000US13213,13213,GA,Murray County,7055
0500000US13215,13215,GA,Muscogee County,41006
0500000US13217,13217,GA,Newton County,18463
0500000US13219,13219,GA,Oconee County,2480
0500000US13221,13221,GA,Oglethorpe County,2272
0500000US13223,13223,GA,Paulding County,13373
0500000US13225,13225,GA,Peach County,5522
0500000US13227,13227,GA,Pickens County,3447
0500000US13229,13229,GA,Pierce County,3282
0500000US13231,13231,GA,Pike County,2074
0500000US13233,13233,GA,Polk County,7609
0500000US13235,13235,GA,Pulaski County,2505
0500000US13237,13237,GA,Putnam County,3914
0500000US13239,13239,GA,Quitman County,632
0500000US13241,13241,GA,Rabun County,2794
0500000US13243,13243,GA,Randolph County,2063
0500000US13245,13245,GA,Richmond County,48929
0500000US13247,13247,GA,Rockdale County,12943
0500000US13249,13249,GA,Schley County,942
0500000US13251,13251,GA,Screven County,3744
0500000US13253,13253,GA,Seminole County,1948
0500000US13255,13255,GA,Spalding County,14243
0500000US13257,13257,GA,Stephens County,5212
0500000US13259,13259,GA,Stewart County,1634
0500000US13261,13261,GA,Sumter County,8290
0500000US13263,13263,GA,Talbot County,1447
0500000US13265,13265,GA,Taliaferro County,457
0500000US13267,13267,GA,Tattnall County,6108
0500000US13269,13269,GA,Taylor County,2004
0500000US13271,13271,GA,Telfair County,3916
0500000US13273,13273,GA,Terrell County,2695
0500000US13275,13275,GA,Thomas County,9359
0500000US13277,13277,GA,Tift County,8669
0500000US13279,13279,GA,Toombs County,6266
0500000US13281,13281,GA,Towns County,1558
0500000US13283,13283,GA,Treutlen County,1717
0500000US13285,13285,GA,Troup County,13731
0500000US13287,13287,GA,Turner County,2329
0500000US13289,13289,GA,Twiggs County,1893
0500000US13291,13291,GA,Union County,3483
0500000US13293,13293,GA,Upson County,5124
0500000US13295,13295,GA,Walker County,12349
0500000US13297,13297,GA,Walton County,11385
0500000US13299,13299,GA,Ware County,8501
0500000US13301,13301,GA,Warren County,1511
0500000US13303,13303,GA,Washington County,5063
0500000US13305,13305,GA,Wayne County,6217
0500000US13307,13307,GA,Webster County,539
0500000US13309,13309,GA,Wheeler County,2111
0500000US13311,13311,GA,White County,4030
0500000US13313,13313,GA,Whitfield County,16688
0500000US13315,13315,GA,Wilcox County,2115
0500000US13317,13317,GA,Wilkes County,2213
0500000US13319,13319,GA,Wilkinson County,1875
0500000US13321,13321,GA,Worth County,4334
0500000US15001,15001,HI,Hawaii County,29962
0500000US15003,15003,HI,Honolulu County,81341
0500000US15005,15005,HI,Kalawao County,
0500000US15007,15007,HI,Kauai County,5716
0500000US15009,15009,HI,Maui County,15578
0500000US16001,16001,ID,Ada County,46600
0500000US16003,16003,ID,Adams County,580
0500000US16005,16005,ID,Bannock County,13780
0500000US16007,16007,ID,Bear Lake County,823
0500000US16009,16009,ID,Benewah County,1624
0500000US16011,16011,ID,Bingham County,6181
0500000US16013,16013,ID,Blaine County,2128
0500000US16015,16015,ID,Boise County,965
0500000US16017,16017,ID,Bonner County,6476
0500000US16019,16019,ID,Bonneville County,13072
0500000US16021,16021,ID,Boundary County,1973
0500000US16023,16023,ID,Butte County,451
0500000US16025,16025,ID,Camas County,106
0500000US16027,16027,ID,Canyon County,31525
0500000US16029,16029,ID,Caribou County,769
0500000US16031,16031,ID,Cassia County,3282
0500000US16033,16033,ID,Clark County,141
0500000US16035,16035,ID,Clearwater County,1241
0500000US16037,16037,ID,Custer County,639
0500000US16039,16039,ID,Elmore County,3531
0500000US16041,16041,ID,Franklin County,1239
0500000US16043,16043,ID,Fremont County,2062
0500000US16045,16045,ID,Gem County,3042
0500000US16047,16047,ID,Gooding County,2083
0500000US16049,16049,ID,Idaho County,2531
0500000US16051,16051,ID,Jefferson County,2875
0500000US16053,16053,ID,Jerome County,3644
0500000US16055,16055,ID,Kootenai County,22165
0500000US16057,16057,ID,Latah County,6326
0500000US16059,16059,ID,Lemhi County,1351
0500000US16061,16061,ID,Lewis County,611
0500000US16063,16063,ID,Lincoln County,665
0500000US16065,16065,ID,Madison County,9274
0500000US16067,16067,ID,Minidoka County,3243
0500000US16069,16069,ID,Nez Perce County,5861
0500000US16071,16071,ID,Oneida County,563
0500000US16073,16073,ID,Owyhee County,1942
0500000US16075,16075,ID,Payette County,3639
0500000US16077,16077,ID,Power County,1188
0500000US16079,16079,ID,Shoshone County,2319
0500000US16081,16081,ID,Teton County,1057
0500000US16083,16083,ID,Twin Falls County,11954
0500000US16085,16085,ID,Valley County,998
0500000US16087,16087,ID,Washington County,1517
0500000US17001,17001,IL,Adams County,8223
0500000US17003,17003,IL,Alexander County,1857
0500000US17005,17005,IL,Bond County,2031
0500000US17007,17007,IL,Boone County,5071
0500000US17009,17009,IL,Brown County,774
0500000US17011,17011,IL,Bureau County,3775
0500000US17013,17013,IL,Calhoun County,585
0500000US17015,17015,IL,Carroll County,1798
0500000US17017,17017,IL,Cass County,1708
0500000US17019,17019,IL,Champaign County,36364
0500000US17021,17021,IL,Christian County,4013
0500000US17023,17023,IL,Clark County,1884
0500000US17025,17025,IL,Clay County,2085
0500000US17027,17027,IL,Clinton County,3330
0500000US17029,17029,IL,Coles County,9348
0500000US17031,17031,IL,Cook County,770091
0500000US17033,17033,IL,Crawford County,2571
0500000US17035,17035,IL,Cumberland County,1323
0500000US17037,17037,IL,DeKalb County,15566
0500000US17039,17039,IL,De Witt County,1686
0500000US17041,17041,IL,Douglas County,1895
0500000US17043,17043,IL,DuPage County,64330
0500000US17045,17045,IL,Edgar County,2350
0500000US17047,17047,IL,Edwards County,715
0500000US17049,17049,IL,Effingham County,3709
0500000US17051,17051,IL,Fayette County,3013
0500000US17053,17053,IL,Ford County,1472
0500000US17055,17055,IL,Franklin County,8276
0500000US17057,17057,IL,Fulton County,4807
0500000US17059,17059,IL,Gallatin County,1061
0500000US17061,17061,IL,Greene County,1928
0500000US17063,17063,IL,Grundy County,3936
0500000US17065,17065,IL,Hamilton County,1144
